GEO ID,GEO ID Description,GEO Category,County Name,Indicator Order on State Dashboard,Indicator Order on County Dashboard,Indicator ID,Indicator,Event Count,Average Number of Denominator,Percentage/Rate,Data Comments,Measure Unit,Data Years,Data Source
670401,Letchworth Central School District,School District,Wyoming,6,6,pa22_1,Percentage of children and adolescents with obesity,49,,17.4,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
671002,Wyoming Central School District,School District,Wyoming,6,6,pa22_1,Percentage of children and adolescents with obesity,5,,17.9,Unstable Estimate,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
671201,Perry Central School District,School District,Wyoming,6,6,pa22_1,Percentage of children and adolescents with obesity,66,,20.8,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
671501,Warsaw Central School District,School District,Wyoming,6,6,pa22_1,Percentage of children and adolescents with obesity,53,,18.7,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
680601,Penn Yan Central School District,School District,Yates,6,6,pa22_1,Percentage of children and adolescents with obesity,119,,21.6,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
680801,Dundee Central School District,School District,Yates,6,6,pa22_1,Percentage of children and adolescents with obesity,55,,23.9,,Percentage,2017-2019,"Student Weight Status Category Reporting System (SWSCRS), data as of November 2020"
6390,,ZIP code,Suffolk,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",0,,0,Unstable Estimate,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10001,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",239,,224.7,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10002,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",613,,122.8,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10003,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",74,,40.7,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10004,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",8,,39.4,Unstable Estimate,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10005,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",9,,26.1,Unstable Estimate,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10006,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",,,,Data Suppressed,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10007,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",33,,20.4,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10009,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",594,,200.3,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10010,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",56,,43.8,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10011,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",109,,48.4,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10012,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",16,,16.3,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10013,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",44,,21.8,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10014,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",19,,15.1,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10016,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",122,,58,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10017,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",19,,30.6,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10018,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",27,,101.5,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10019,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",139,,76.8,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10021,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",51,,18.8,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10022,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",24,,15.1,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10023,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",159,,32.6,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10024,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",131,,31.4,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10025,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",518,,91.2,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10026,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",554,,200.8,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10027,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",949,,223.9,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10028,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",42,,14.7,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10029,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",1825,,296.9,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10030,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",718,,325,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10031,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",527,,127.1,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10032,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",635,,155.6,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10033,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",431,,111.2,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10034,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",361,,121.1,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10035,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",665,,222.7,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10036,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",62,,63.6,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10037,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",498,,388.8,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10038,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",130,,118.5,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10039,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",764,,326.7,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10040,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",342,,111.9,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10044,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",37,,41,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10065,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",37,,18.5,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10075,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",31,,16.7,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10128,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",180,,47.7,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10280,,ZIP code,New York,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",8,,13.6,Unstable Estimate,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10301,,ZIP code,Richmond,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",412,,118.2,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10302,,ZIP code,Richmond,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",170,,82.1,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10303,,ZIP code,Richmond,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",319,,106.8,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10304,,ZIP code,Richmond,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",444,,107.9,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10305,,ZIP code,Richmond,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",118,,34.2,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10306,,ZIP code,Richmond,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",121,,28.1,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10307,,ZIP code,Richmond,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",25,,19.6,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10308,,ZIP code,Richmond,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",41,,18.4,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10309,,ZIP code,Richmond,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",61,,19.6,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
10310,,ZIP code,Richmond,21,14,pa36_0,"Asthma emergency department visits, rate per 10,000, aged 0-17 years",236,,88.3,,ED visit rate,2019-2022,"SPARCS, data as of July 2024"
